isbn,title,publisher,publication_date,series_name,book_format,language,print_length,isbn_10,isbn_13,item_weight,length,width,height,rating,number_of_reviews,availability,price,best_sellers_rank,customer_reviews,reading_age,edition,author,asin,description,product_url,scrape_status,error_message
9.78141E+12,Thomas & Friends: Hiro (Thomas Engine Adventures),Egmont,3/5/2010,Thomas Story Library,Paperback,English,32,1405251123,9.78141E+12,3.2,5.91,5.39,0.16,4.6,24,Only 3 left in stock - order soon.,4.92,,4.6,,,W. Awdry,,THIS IS BRAND NEW BOOK.WE PROVIDE 100% CUSTOMER SATISFACTION.  Read more,https://www.amazon.com/Thomas-Friends-Hiro-Engine-Adventures/dp/1405251123,success,
9.78147E+12,Old Macdonald Had a Farm (Little Me Finger Puppet Book),Parragon Books,1/1/2013,,Board book,English,,1472323734,9.78147E+12,17.76,,,,4.5,92,Only 1 left in stock - order soon.,21,,4.5,2,,Little me,,Wiggle the cute cow puppet as you act out this well-loved rhyme.  Read more,https://www.amazon.com/Macdonald-Farm-Little-Finger-Puppet/dp/1472323734,success,
9.78145E+12,"World of Eric Carle, Animal Tales Sound Storybook Treasury - Play-a-Sound - PI Kids",Phoenix International Publications,1/10/2014,,Board book,English,36,1450885292,9.78145E+12,33.28,12.8,10.91,0.79,4.8,611,In Stock,24.95,180277,4.8,2,,From the Editors of Phoenix International,,"Get ready for a rhyming good time with this treasury of animal story-poems illustrated with Eric Carle artwork. Press the sound buttons to laugh and learn as you read along! Sound module features 39 buttons; when pressed, each button plays an animal sound or other effect to illustrate the stories.  Treasury includes 20 stories - The Barking Dog, Big or Little?, Rise and Shine, How Soft Is a Kitten?, Remember This, In a Nutshell, One Easy Rule, Small but Mighty, The King of Beasts, Wet, You Bet!, On His Own, A Different Color, Up and Away, Squish, Squelch, Shhh!, Monkey Business, A Rainy Day, Spots Forever, There s Always One, Eagle Eyes. Hours of fun for your little reader.  This sound books is special because:Hands on interaction engages young readers Connecting words with pictures builds vocabulary Multisensory reading experiences stimulate the imaginations of young readers Features art from Eric Carle and The Very Hungry Caterpillar  Read more",https://www.amazon.com/World-Animal-Storybook-Treasury-Sound/dp/1450885292,success,
9.78276E+12,"Disney Junior Minnie My First Puzzle Book - Jigsaw Puzzles for kids, 10-page board book, 5 puzzles to enjoy",Phidal Publishing Inc.,6/6/2023,,Board book,English,10,2764322577,9.78276E+12,24.64,10.08,10.08,0.71,4.6,137,In Stock,9.99,184399,4.6,3,Kids Edition,Phidal Publishing Inc.,,"Engage young minds with Disney’s Minnie Mouse My First Puzzle Book, an interactive delight for curious learners! This Children's puzzle book is a unique set that combines the joy of reading with hands-on puzzle play. This set includes a padded board book and five engaging puzzles, each consisting of nine sturdy pieces designed for little hands.Designed to nurture a love for learning, ""My First Puzzle Book"" provides hours of educational entertainment. Watch as children explore, discover, and grow through this interactive set.Ideal for road trips, airplane rides, rainy days, and family travels. Also, a perfect gift for any occasion such as birthdays, holidays, and much more! Suitable for children aged 3+.Phidal Publishing has been the leader in children’s storybooks, busy books, sticker books, and more for over 20 years. We pride ourselves in creating high-quality, engaging books and games for children aged 3 and up. Choose from hundreds of titles in our collections from our best-selling Busy Books and Little Classics to our Learning Series!© DisneyFeatures:INTERACTIVE LEARNING for KIDS: This set provides a dynamic approach to education, allowing children to absorb knowledge through both visual and tactile experiences.SKILL BUILDING FOR KIDS: Featuring five distinct 9-piece puzzles, children will enjoy a range of stimulating challenges that grow with them.VIBRANT ILLUSTRATIONS: This book is an easy-to-read treasure, filled with vibrant and colorful illustrations that are sure to captivate young minds.EASY TO FOLLOW DESIGN: Each puzzle is accompanied by a corresponding illustration beneath, ensuring simple and intuitive assembly for young learners.PERFECT GIFT: This puzzle book for toddlers makes an excellent choice for birthdays, Christmas, Easter, parties, and other holidays. Easy to take on-the-go for entertainment anytime, anywhere.SCREEN-FREE FUN and PLAY: Encourage creativity and collaborative learning while reducing screen time on electronic devices.  Read more",https://www.amazon.com/Disney-Junior-Minnie-First-Puzzle/dp/2764322577,success,
9.78145E+12,Disney Princess Storybook Collection,Parragon Book Service Ltd,1894-01-01,,Hardcover,English,155,144547395X,9.78145E+12,12.7,9.45,9.29,0.63,4.4,122,Only 2 left in stock - order soon.,8.93,11283982,4.4,,,Disney,,,https://www.amazon.com/Princess-Storybook-Collection-Barbara-Bazaldua/dp/144547395X,success,
9.78141E+12,Peppa and the Big Train.,Ladybird,1/1/2011,Peppa Pig,Board book,English,16,9.78141E+12,9.78141E+12,9.4,7.01,7.01,0.55,4.8,402,Only 8 left in stock - order soon.,9.69,1453885,4.8,7,,Ladybird,1409308642,"This lovely little storybook is based on the number one and award-winning preschool children''s TV show on Channel 5 and Nickelodeon - Peppa Pig! When you read this story, your child will be jumping for joy as they board the train and follow Peppa on an exciting journey. Every Peppa fan from 2-5 will love looking at the colourful pictures and laughing along with Peppa, George, Mummy and Daddy Pig and all their friends. Read the story at playtime, preschool or even tucked up in bed and it will always be a firm favourite!  Read more",https://www.amazon.com/Peppa-Big-Train-Ladybird/dp/1409308642,success,
9.78141E+12,"Disney Little Library:Toy Story 3""",Parragon Book Service Ltd,1/5/2010,,Board book,English,10,1407593218,9.78141E+12,9.1,,,,,,,,,,,,Egmont Uk Limited,,My first Little Library  Read more,https://www.amazon.com/Disney-Little-Library-Toy-Story/dp/1407593218,success,
9.78145E+12,"World of Eric Carle, Around the Farm 30-Button Animal Sound Book - Great for First Words - PI Kids",PI Kids,31/1/2013,Apple 30-Button Sound Book,Hardcover,English,24,1450805752,9.78145E+12,36.96,11.6,10.8,0.8,4.8,25818,In Stock,11.99,15,4.8,1.5,,"PI Kids, Inc. Phoenix International Publications, Eric Carle",,"Put on your overalls and have a stroll Around The Farm in this amazing sound book! Your little one can press 30 different sound buttons while they read to bring the amazing art stylings of Eric Carle to life!This sound books is special because:Hands on interaction engages young readersMultisensory reading experiences stimulate the imaginations of young readersSharing books with your little one strengthens your bondFeatures the art stylings of Eric Carle, writer and illustrator of The Very Hungry CaterpillarIncludes an amazing amount of animals: bull, cow, goat, pig, sheep, lamb, donkey, horse, hen, turkey, chick, rooster, cat, dog, mouse, frog, duck, turtle, fish, crow, sparrow, owl, woodpecker, snake, rabbit, cricket, dragonfly, bee, butterfly, and Eric Carle’s famous very hungry caterpillar  Read more",https://www.amazon.com/World-Carle-Around-Play-Sound/dp/1450805752,success,
9.79899E+12,Essential Medical Spanish for Healthcare Professionals: 8 Books in 1. Bridge the Communication Gap in Just 15 Minutes a Day — A Bilingual Guide with Real-Life Scenarios,Acquire a Lot LLC,17/9/2025,,Kindle,English,248,,9.79899E+12,20.8,11,8.5,0.56,5,13,In Stock,9.99,376541,5,,,Acquire A Lot,B0FRMBYXMG,"You See the Fear in Their Eyes. You Feel Helpless. What if You Could Speak Their Language and Be the Healer They Desperately Need?Every day, you walk into your clinic, hospital, or practice with one goal: to provide the best possible care. But then you meet a Spanish-speaking patient. You see their pain, their worry, their confusion. You rely on hurried interpreters or family members, knowing that crucial details—and the chance for genuine human connection—are getting lost in translation. The frustration is immense. The risk of misdiagnosis is real.It doesn’t have to be this way.Imagine walking into that same room and greeting your patient in clear, confident Spanish.Imagine the relief that washes over their face.Imagine understanding their symptoms directly from their own words, and explaining a diagnosis in a way that brings comfort, not more fear.This is not a distant dream. Essential Medical Spanish for Healthcare Professionals is your direct path to becoming that healer. In just 15 minutes a day.An Unprecedented ""8 Books in 1"" Journey to Total ConfidenceThis isn't a textbook; it's a complete, career-changing system. We have combined eight targeted guides into one seamless, step-by-step program designed for the busy healthcare professional.Book 1: Foundations of Medical Spanish: Master the essential grammar, vocabulary, and pronunciation that will form the bedrock of your communication skills.Book 2: Clinical Consultation in Spanish: Master initial encounters and take precise, effective patient histories that lead to better diagnoses.Book 3: Performing the Physical Exam in Spanish: Guide patients through examinations with comforting clarity.Book 4: Discussing Diagnosis and Treatment: Navigate the most sensitive conversations with grace.Book 5: Effective Patient Education in Spanish: Give crystal-clear instructions on medication, self-care, and lifestyle changes that patients will understand and follow.Book 6: Advanced Healthcare Communication: Master communication in demanding specialties like Emergency Medicine, Obstetrics, Pediatrics, Cardiology, Gastroenterology, and many more.Book 7: The Healthcare Professional's Spanish Reference: Packed with common medical abbreviations in Spanish, trusted resources for continued learning, and tips for cultural competence.Book 8: 15 Real-Life Medical Stories in Spanish: Short stories that will show you exactly how the language is used in clinical scenarios, making your learning stick.PLUS: Unlock Over $999 in Career-Boosting Bonuses at NO extra cost!To ensure your success, your purchase today includes immediate access to this exclusive suite of digital resources, designed to accelerate your fluency and transform your practice:30+ Spanish‑Learning Videos (Value: $500)Spanish Learning Software (Value: $200)2,400 Printable Flash Cards (Value: $199)5 Sheets of Medical Spanish with 30+ Cases (Value: $99)100 Essential Spanish Verbs Flash Cards (Value: $49)Made for You and Your PatientsThis guide is designed for Physicians, Nurses, Medical Students, Paramedics, Physician Assistants, Therapists, and any healthcare provider who is ready to tear down the language barrier and offer the highest standard of care to the growing Spanish-speaking community.You became a healer to connect, to comfort, and to cure. Don't let language be the one barrier you can't overcome. Every patient you see is a life you can change.Click ‘Add to Cart’ Now and Start Building That Bridge of Trust Today. Your Patients Are Waiting.  Read more",https://www.amazon.com/Essential-Medical-Spanish-Healthcare-Professionals/dp/B0FRMBYXMG,success,
9.78174E+12,School Zone First Grade Basics (School Zone),Hinkler Books,1/1/2010,,Paperback,English,64,1741859077,9.78174E+12,7.7,10.87,8.54,0.24,,,,12.17,,,,,,,,https://www.amazon.com/School-Zone-First-Grade-Basics/dp/1741859077,success,
9.78179E+12,Disney Frozen 2 Book Of The Film,Parragon Publishing India,,,Hardcover,English,56,1789055547,9.78179E+12,8.3,8.5,6.93,0.35,3.9,45,,1.19,8402516,3.9,,,Walt Disney Company,,,https://www.amazon.com/Frozen-2-Book-Film-HB/dp/1789055547,success,
9.78178E+12,Disney Junior Mickey Mouse Clubhouse Copy Colouring Book: Match the colours to complete over 40 terrific pictures!,Parragon Book Service Ltd,22/3/2013,,Paperback,English,48,1781867313,9.78178E+12,4.9,10.63,8.46,0.16,,,,19.98,,,,,Walt Disney Company,,Join Mickey and his friends as they meet cute animals and help out on the farm.Use the chunky crayons to copy the colours and create farm-tastic masterpieces!  Read more,https://www.amazon.com/Disney-Junior-Mickey-Clubhouse-Colouring/dp/1781867313,success,
9.78141E+12,Fat Controller,Egmont,29/8/2011,Thomas Story Library,Paperback,English,32,1405234970,9.78141E+12,2.43,5.98,5.39,0.16,4.8,17,Only 1 left in stock - order soon.,4.93,7156684,4.8,,,"W. Awdry, Robin Davies",,Sir Topham Hatt has always loved engines. Find out all about the Fat Controller in this story devoted to the man in charge!  Read more,https://www.amazon.com/Fat-Controller-Wilbert-V-Awdry/dp/1405234970,success,
9.78179E+12,Playdate Pals: Squirrel is Sad,Make Believe Ideas,,,Paperback,English,,1785986074,9.78179E+12,1.41,7.99,7.99,0.12,5,1,Only 1 left in stock - order soon.,32.79,,5,,,Rosie Greening,,"This delightful set of books is designed to teach children about emotions.Each story focusesonand explores one particular emotion. The stories are written in clear, simple text, and the beautiful illustrations will keep children engaged and entertained as they read.At the back of each book, there are questions about the story. This gives parents an opportunity to discuss and build upon the issues presented in each book.SIMPLE STORIES THAT ILLUSTRATE DIFFERENT EMOTIONS.""  Read more",https://www.amazon.com/Playdate-Pals-Squirrel-is-Sad/dp/1785986074,success,
9.78072E+12,Peppa Pig Peppas Big Race,Ladybird,1/5/2014,Peppa Pig,Board book,English,16,723288585,9.78072E+12,9.7,6.93,6.93,0.63,4.7,88,Only 1 left in stock - order soon.,10.13,2333118,4.7,,,Ladybird Books,,"Peppa and her family enjoy a day of cycling fun in Peppa's Big Race.Peppa and her family are going cycling. Peppa loves cycling down the hill but she's not so keen on pedaling back up! So, when Peppa and her friends decide to race, she insists it should be downhill all the way! Will Peppa win the big race? Find out in this board storybook, that's perfect for reading and sharing together.There are lots more Peppa Pig books from Ladybird for you to enjoy including: Peppa Goes Skiing, George's New Dinosaur and many more.  Read more",https://www.amazon.com/Peppa-Pig-Peppas-Big-Race/dp/0723288585,success,
9.78174E+12,I am Happy,Lake Press,,,Board book,English,14,1743409109,9.78174E+12,9.9,7.68,5.71,0.79,,,,,,,,,,,,https://www.amazon.com/I-am-Happy-author/dp/1743409109,success,
9.78174E+12,Building Blocks Colours Baby's First Padded Board Book (UK),Hinkler Book Distributors,,,Hardcover,English,22,1743678037,9.78174E+12,8.3,5.28,5.28,0.87,,,Only 2 left in stock - order soon.,10.44,,,,,,,,https://www.amazon.com/Building-Blocks-Colours-Babys-Padded/dp/1743678037,success,
9.78191E+12,ABC (My Early Learning Library),PARKWEST PUBLICATIONS,15/8/2015,,Board book,English,34,1906572178,9.78191E+12,7.4,6,4.75,0.75,5,1,,30.54,,5,5.5,Board Book,"Picthall & Gunzi Limited, Lauren Robertson, Steve Gorton",,"MY EARLY LEARNING LIBRARY Devised with education experts, this stimulating series introduces the early-learning concepts of counting, color, size and matching. With stunning photographs and clear labels, 'ABC' encourages young children to identify and name all kinds of familiar objects. Other titles in the series - COLORS; TRUCKS; WORDS; 123; ANIMALS; MY BODY; OPPOSITES; DINOSAURS; CARS; SPACE; ON THE MOVE; NATURE; PETS; AIRCRAFT; MINI BEASTS  Read more",https://www.amazon.com/My-Early-Learning-Library-ABC/dp/1906572178,success,
9.78134E+12,George's Race Car (Peppa Pig),Scholastic Inc.,28/9/2021,Peppa Pig,Kindle,English,24,1338768255,9.78134E+12,2.4,8,8,0.25,4.8,124,In Stock,2.99,110666,4.8,4,Media tie-in,"Cala Spinner, Rebecca Gerlings, EOne",,"Vroom! George rides in a racecar in this amazing storybook with a sheet of stickers. Based on the hit show airing on Nick Jr.Peppa and George are inside watching television on a sunny day when Granny Pig sends them outside to play. Grandpa Pig builds George his very own racecar, and Peppa and George soon discover that real-life racing is better than watching it on television!Based on the hit show on Nick Jr. Includes a sheet of stickers and a special sheet about teaching children to be supportive.  Read more",https://www.amazon.com/Georges-Race-Peppa-Media-tie/dp/1338768255,success,
9.78068E+12,"Wheels! (Step-Into-Reading, Step 1)",Random House Books for Young Readers,20/2/1996,Step into Reading,Kindle,English,32,679864458,9.78068E+12,2.4,9,6,0.13,4.3,76,In Stock,3.73,422350,4.3,5,,Annie Cobb,,Train wheels.  Plane wheels.  Gear wheels.  Rear wheels.  What if there were NO wheels?  How would people go?    Read more,https://www.amazon.com/Wheels-Step-Into-Reading-Step-Annie-Cobb/dp/0679864458,success,
9.78145E+12,Disney Flashcards: Winnie the Pooh,Parragon Book Service Ltd,,,Cards,English,,1445415526,9.78145E+12,9.1,,,,,,,19.98,,,,,,,,https://www.amazon.com/Disney-Flashcards-Winnie-the-Pooh/dp/1445415526,success,
9.78162E+12,"Alphabet: Dot-to-Dot Stick Kids Workbook, Grade PreK",Creative Teaching Press,31/5/2012,,Paperback,English,56,1616017740,9.78162E+12,4.8,8.7,6.4,0.2,,,,,,,,,Majella Maas,,"Learning the alphabet, letter names, and sounds, is an important pre-reading skill. One popular method of mastering alphabetical order is practice with dot-to-dot activities. First-timers can begin learning the order of the letters even without knowing all the letter names. Singing popular alphabet songs while completing the pages can support your childs pairing of auditory and visual knowledge. Children may enjoy first guessing what the picture will be and then coloring it when they have finished connecting the dots.Upon your childs completion of each activity, use the provided incentive chart and stickers to track progress and celebrate your childs success.Whether students need extra practice with grade-level skills or a head start on next year, Stick Kids® Workbooks offer engaging activities, games, and puzzles that help make learning lots of fun. Each 56-page book features full-color activities, a list of the skills, and an explanation of why those skills are important for development. Also included are helpful tips, an answer key, a handy tracking sheet, stickers for acknowledging achievements, and appearances by the lovable Stick Kids!These right-sized (7 x 9) skill practice workbooks are perfect for use at school, or as entertaining activities on the go. Tuck them into a backpack, purse, or travel bag. Great for school breaks, vacations, and year-long practice.SKILLSHand-eye coordinationFine motor developmentAlphabetical orderUppercase lettersLowercase lettersLetter namesHOW YOU CAN HELP SUPPORT LEARNINGHave your child trace the order by finger first.Provide a selection of writing tools, such as colored chalk, markers, and crayons, to keep the activities engaging.Work with your child in a quiet, calm setting.Acknowledge your childs progress, and respond to his or her comfort level.Complete some activities together, and keep a positive attitude. Provide words of encouragement to support your childs journey in becoming a lifelong learner.  Read more",https://www.amazon.com/Alphabet-Dot-Dot-Workbook-Workbooks/dp/1616017740,success,
9.78092E+12,All Through The Week With Cat And Dog (Learn to Read Fun and Fantasy),Creative Teaching Pr,1/1/1998,,Paperback,English,16,916119645,9.78092E+12,1.6,9.25,6.5,0.25,4.5,5,,1.99,1223144,4.5,5.5,,"Rozanne Lanczak Williams, Catherine Leary",,"All through the week, Dog cooked and Cat ate. How do you think Cat felt after all that eating? Literacy Concepts Sight Words Phonics Cause and effect all the with and on made ate had a Long vowel /a/ with silent e, as in made Vocabulary Words Related Learning Skills Monday Tuesday Wednesday Thursday Friday Saturday Sunday cookies sandwiches pies pizza popcorn cakes tummy ache Recognizing time: days of the week, morning, and afternoon Understanding portion control Recognizing capital letters From the best-selling Learn to Read series Teachers and parents the world over can't be wrong! This popular and time-tested series has sold more than 20 million copies. Instill the love of reading and build self-confidence in young readers with these lively stories. Tied to content subject areas including math, science, and social studies, the 108 leveled readers in the series make the perfect compliment to any beginning reading program. Increase fluency, build vocabulary, and improve sight word knowledge with natural language, strong picture support, and easy-to-read repetitive text all while helping young readers master important early learning concepts tied directly to Common Core standards. Fiction: This book is a fiction book.  Read more",https://www.amazon.com/Through-Week-Learn-Read-Fantasy/dp/0916119645,success,
9.78141E+12,See Inside Space Stations & Spacecraft,Usborne Publishing Ltd,17/7/2017,Usborne Flap Books,Board book,English,16,1409599191,9.78141E+12,36.96,11.1,8.74,0.59,4.9,26,Only 2 left in stock - order soon.,8.23,3549820,4.9,,,"Rosie Dickins, Kellan Stover",,"Calling all space cadets! Usborne assigns you a mission to see inside these extraordinary space stations and spacecrafts, from the beginning of the space race to the latest missions to Mars and beyond. With over 70 flaps to lift, plus links to websites with video clips and more information. Published in association with the UK Space Agency.  Read more",https://www.amazon.com/Inside-Space-Stations-Other-Spacecraft/dp/1409599191,success,
9.78075E+12,Pirates Ships Flags Treasure Weapons Lore,Larousse Kingfisher Chambers,15/4/1997,,Hardcover,English,64,753450526,9.78075E+12,28,12.75,9.75,0.75,4.6,4,In stock,7.84,6499073,4.6,10,First American Edition,"Philip Steele, Christina Fraser And Sue Aldworth",,"Colorful illustrations and detailed descriptions highlight a firsthand look at pirate life, providing a history of pirates and privateers, a look at daily life on board ship, sailing information, a study of fictional pirates, and the exploits of notorious pirates.  Read more",https://www.amazon.com/Pirates-Ships-Flags-Treasure-Weapons/dp/0753450526,success,
9.78038E+12,Thomas Comes to Breakfast (Thomas & Friends) (Step into Reading),Random House Books for Young Readers,22/6/2004,Step into Reading,Hardcover,English,32,375828923,9.78038E+12,2.4,9,6,0.14,4.7,140,Only 5 left in stock - order soon.,4.67,532525,4.7,5,Illustrated,"Rev. W. Awdry, Richard Courtney",,"Thomas is convinced that he can drive himself! When he heads off on his own, he learns that stopping can be harder than starting. This classic story, originally by the Reverend W Awdry, has been adapted to appeal to the reader who is just beginning to read. Includes fun language building activities.  Read more",https://www.amazon.com/Thomas-Comes-Breakfast-Friends-Reading/dp/0375828923,success,
9.78141E+12,Mr. Happy and the Wizard (Mr. Men & Little Miss Magic),EGMONT BOOKS,2/6/2008,Mr. Men & Little Miss Magic,Paperback,English,32,1405235098,9.78141E+12,1.83,5.51,5,0.16,4.9,24,In stock,9.75,4645802,4.9,5,UK ed.,Roger Hargreaves,,Brand NEW. We ship worldwide  Read more,https://www.amazon.com/Happy-Wizard-Little-Miss-Magic/dp/1405235098,success,
9.78174E+12,School Zone Go Fish Alphabet Game Cards,Hinkler Books,,,Cards,English,,1741815967,9.78174E+12,5.6,6.26,3.23,0.91,,,,,,,,,,,,https://www.amazon.com/School-Zone-Fish-Alphabet-Cards/dp/1741815967,success,
9.78076E+12,Where's Waldo Now?: Deluxe Edition with New Searches and a Poster of Woof! (A Hidden Object Activity Book with Search & Find Puzzles and Spot-the-Difference Game - a Perfect Gift),Candlewick,25/9/2012,Where's Wally?,Hardcover,English,32,9.78076E+12,9.78076E+12,22.56,12.75,10.38,0.39,4.8,4301,In Stock,8.36,8513,4.8,4,"Deluxe,Anniversary",Martin Handford,763645265,A second classic Waldo adventure gets the deluxe treatment!Prepare to find:A striking jacketed coverAn original poster on the underside of the jacketA spot-the-difference game between the jacket and the self-cover designsA gatefold with a visual checklist on every spreadA never-before-seen section of artwork revealed on every spreadNew things to search for!  Read more,https://www.amazon.com/Wheres-Waldo-Now-Martin-Handford/dp/0763645265,success,
9.78178E+12,First 100 Things That Go,Make Believe Ideas,1/8/2014,,Board book,English,26,1783931817,9.78178E+12,7.7,6.22,4.96,0.91,4,5,,12.54,,4,,,Make Believe Ideas Ltd.,,"First 100 are a set of padded board books, designed to introduce new words and concepts. Young children are introduced to Animals, Farm Words, Things That Go and general Words through bright photography and simple labels. The books offer the opportunity for kids to look-and-point, making it perfect for children and parents to read together. The padded board book format is also easy for little hands to hold and read.  Read more",https://www.amazon.com/First-100-Things-That-Go/dp/1783931817,success,
9.78174E+12,Things That Go,Hinkler Books,1814-01-01,,Hardcover,English,16,1741843146,9.78174E+12,15.5,9.06,7.48,0.43,5,1,,15.51,,5,,,,,,https://www.amazon.com/Things-That-101-First-Words/dp/1741843146,success,
9.78179E+12,Make Believe Ideas My First Stickers - Things That Go - Sticker Book,Make Believe Ideas,,,Paperback,English,,1786929805,9.78179E+12,36.96,7.87,5.51,0.39,3,1,,19.98,12592472,3,,,,,Have fun completing the first sticker and colouring activities in this book. Press out the card pages at the back of the book to emjoy even more fun activities. With over 250 stickers to use in the book or wherever you want! Product 9781786929808 Paperback Make Believe Ideas 28 x 21.5 x 0.5cm.  Read more,https://www.amazon.com/Make-Believe-Ideas-First-Stickers/dp/1786929805,success,
9.78141E+12,Rosie,Egmont Books,1/6/2008,Thomas Story Library,Paperback,English,32,1405234946,9.78141E+12,2.4,5.91,5.39,0.16,4.5,34,Only 8 left in stock - order soon.,5.76,5891426,4.5,,,"W. Awdry, Egmont Books Ltd.",,"This is a story about Rosie, a chirpy tank engine who liked to copy Thomas. This made Thomas cross, until one day, Rosie proved just how Useful she could be ...  Read more",https://www.amazon.com/Rosie-Wilbert-V-Awdry/dp/1405234946,success,
9.78276E+12,Disney Elena of Avalor My Busy Book,Phidal Publishing Inc.,1/3/2017,,Board book,English,10,2764333692,9.78276E+12,19.2,,,,4.5,75,,19.31,3664184,4.5,,,Phidal Publishing Inc.,,"An engaging storybook and toy in one activity kit! My Busy Books offer full-page illustrations, a story, figurines, and a playmat that bring the characters to life and ignite your child's imagination. 3 years and up.© 2017 DisneyFeatures:Sturdy board bookColorful imagesLively storyPlastic figurinesDurable playmatFigurines and playmat stored in the bookPortable10 pages of fun!Since 1979, Phidal Publishing has introduced children to the joys of reading by creating colorful, safe, and fun products. Our goal is to both educate and entertain children by engaging their imaginations. Our books feature familiar faces and original characters in innovative formats developed to meet the needs of parents and children. We at Phidal are honored that families and educators around the world continue to rely on our collection of carefully crafted books, which spark young imaginations and introduce children to the joys of reading and learning.  Read more",https://www.amazon.com/Disney-Elena-Avalor-Busy-Book/dp/2764333692,success,
,General Jack and the Battle of the Five Kingdoms,,10/5/2022,,Kindle,English,343,,,,,,,4.8,72,,0,,4.8,16.5,2nd,"David Bush, David Bush",B0B13TTYV3,"Not all was bright in the Garden of Eden until a mysterious sixteen-year-old traveller, Jack, arrives to shake up the animal world with the help of a neurotic cat, Miaow, universally despised because of his cowardice and duplicity. Miaow finds himself unwittingly drawn into leading an improbable uprising against King Roar and the fierce feline overlords—a conflict that can free or doom his world forever. The odds of victory are unfavourable because the clueless cat is racked by doubts and insecurities, accustomed to being taunted and bullied by his aggressive peers. Besides, the constant bungling by his equally unwise but oppressed “allies” undermines the stuttering resistance campaign because of their ingrained unreliability, impetuousness, and treachery. But, in this primordially wild upside-down world where inter-racial tensions reign and only the strong survive, nothing is what it seems. This second edition of the multi-award-winning book will appeal to fans of “The Hobbit” and “The Chronicles of Narnia.”IAN FICTION BOOK OF THE YEAR AWARD 2021WINNER OF THE PACIFIC BOOK AWARD 2023 Young AdultGRAND PRIZE WINNER OF OUTSTANDING CREATOR AWARD 2023WINNER OF THE ROYAL DRAGONFLY AWARD 2023 AnimalsWINNER OF THE ELIT BOOK AWARD 2023(bronze) Best Book TrailerAUTHOR SHOUT READER READY AWARD 2024 TOP PICKRanked #2 in OCA TOP 25 BOOKS OF 2023Ranked #9 in OCA TOP 10 AUTHORS OF 2023Winner Book Excellence Award 2022 Young AdultWinner American Writing Awards 2022 Fiction-ReligiousWinner Christian Indie Award 2021 Young AdultWinner Readers’ Favorite Book Award 2021 AnimalsWinner Mark Twain Book Award, 2022, First, Humor & SatireWinner Dan Pointer Global Ebook Awards 2021 Christian FictionWinner Top Shelf Book Awards 2021 Young Adult Mythology/Fairy TaleWinner American Fiction Award 2022 Religious FictionWinner Bookfest Award 2022 Christian FantasyWinner Pinnacle Book Achievement Award, 2021 Young Adult FantasyWinner NYC Big Book Award 2022 AnimalsWinner Purple Dragonfly ebook Award 2021 AnimalsWinner International Impact Book Award 2022 Young AdultWinner Firebird Book Awards 2022 AnimalsWinner Maincrest Media Book Award 2022 Young AdultWinner Pencraft Book Award 2022, second, Christian FantasyWinner Incipere Book Award 2022, second, ChristianRunner-up Hollywood Book Festival 2022 Young AdultWinner Global Book Awards 2022, silver, Fantasy-HistoricalDistinguished Favorite Independent Press Award 2023 Cross-genreWinner Reader Views Reviewer’s Choice Awards 2021, bronze, Young AdultFinalist Maxy Award 2023 FantasyVisit  https://www.youtube.com/channel/UCA9P4sv0mvOYN2zko4Ux2mgfor a vast selection of videos and access to my book and author websitesA cleverly plotted story. Edward H. Trayer, award-winning and best-selling authorQuite simply, this is an outstanding and page-turning novel that is screaming for a sequel. Lynn Santer, author, Emmy judge, and award-winning film producerA classic of literary fiction. FOXThis fast-paced page-turner possesses a kind of cinematographic feel—providing an uplifting escape from mundane day-to-day reality. USA TodayA timeless story… ABCTranscending many genres, the book uplifts readers and reminds them that simple values and determination can change our dire circumstances. NewsnetDavid Bush is the multiple award-winning author of thought-provoking books designed to entertain, educate, and inspire readers. International Business Times  Read more",https://www.amazon.com/General-Jack-Battle-Five-Kingdoms-ebook/dp/B0B13TTYV3,fail,
9.78147E+12,Little Me Daddy and Me,,,,Toy,English,,1474845215,9.78147E+12,6.4,4.33,4.33,1.02,5,1,,,,5,,,,,,https://www.amazon.com/Little-Me-Daddy-author/dp/1474845215,success,
9.78147E+12,Magic Painting Dinosaurs,Parragon Book Service Ltd,,,Paperback,English,,1472352963,9.78147E+12,17.76,,,,,,,5.47,,,,,,,,https://www.amazon.com/Magic-Painting-Dinosaurs/dp/1472352963,success,
9.78055E+12,The Secret of the Fairies (Thea Stilton: Special Edition #2): A Geronimo Stilton Adventure,Scholastic Paperbacks,24/9/2013,,Kindle,English,335,,9.78055E+12,,,,,4.6,1623,,9.99,,4.6,8.5,Illustrated,Thea Stilton,B00C2YW1MM,"A magical world is in danger! The Thea Sisters are on their way. . . .Thea Stilton and the Thea Sisters are on an expedition to the fantastical Land of Erin. While they are searching for a missing friend, they learn that the land itself is in peril! The mouselets are ready to help.On their journey, they encounter fairies, pixies, and other magical creatures -- some helpful, but some out to trick them! Can the Thea Sisters save the Land of Erin before it's too late? It's an adventure full of mystery and friendship!  Read more",https://www.amazon.com/Secret-Fairies-Geronimo-Stilton-Adventure-ebook/dp/B00C2YW1MM,success,
